portfolio_asset_id,group_id,canonical_name,country,state,aliases,preferred_place_id,roles,ownership_percentage,gla_sqm,tenancy_count,annual_visits_m,source_url,source_type,source_date,last_verified_at,confidence,status,public_note
gpt-current-dapto,group-gpt,Dapto Mall,Australia,NSW,,place-au-nsw-dapto-mall,MANAGER|OPERATOR|LEASING_CONTROLLER,,22500,70,,https://www.gpt.com.au/property/retail/dapto-mall,Official current property profile,2026-09-02,2026-09-02,High,ACTIVE,GPT identifies itself as manager and publishes the current centre profile and leasing pathway
unisuper-dapto,group-unisuper,Dapto Mall,Australia,NSW,,place-au-nsw-dapto-mall,OWNER,100,22500,70,,https://www.gpt.com.au/property/retail/dapto-mall,Official current manager property profile,2026-09-02,2026-09-02,High,ACTIVE,GPT's current profile explicitly identifies UniSuper as owner
gpt-current-macarthur,group-gpt,Macarthur Square,Australia,NSW,,place-au-nsw-macarthur-square,MANAGER|OPERATOR|LEASING_CONTROLLER,,108100,300,,https://www.gpt.com.au/property/retail/macarthur-square,Official current property profile,2026-09-02,2026-09-02,High,ACTIVE,GPT explicitly identifies itself as manager and publishes the current leasing pathway
gwscf-macarthur,group-gpt-wholesale-shopping-centre-fund,Macarthur Square,Australia,NSW,,place-au-nsw-macarthur-square,CO_OWNER,50,108100,300,,https://www.gpt.com.au/property/retail/macarthur-square,Official current property profile,2026-09-02,2026-09-02,High,ACTIVE,GPT reports a 50 percent GWSCF interest
appf-macarthur,group-appf-retail,Macarthur Square,Australia,NSW,,place-au-nsw-macarthur-square,CO_OWNER,50,108100,300,,https://www.gpt.com.au/property/retail/macarthur-square,Official current property profile,2026-09-02,2026-09-02,High,ACTIVE,GPT identifies Australian Prime Property Fund Retail as joint owner; represented as the remaining 50 percent interest
gpt-current-rouse-hill,group-gpt,Rouse Hill Town Centre,Australia,NSW,,place-au-nsw-rouse-hill-town-centre,CO_OWNER|MANAGER|OPERATOR|LEASING_CONTROLLER,50,70100,230,,https://www.gpt.com.au/property/retail/rouse-hill-town-centre,Official current property profile,2026-09-02,2026-09-02,High,ACTIVE,GPT reports a 50 percent direct interest and manages the active redevelopment and leasing platform
gwscf-rouse-hill,group-gpt-wholesale-shopping-centre-fund,Rouse Hill Town Centre,Australia,NSW,,place-au-nsw-rouse-hill-town-centre,CO_OWNER,50,70100,230,,https://www.gpt.com.au/property/retail/rouse-hill-town-centre,Official current property profile,2026-09-02,2026-09-02,High,ACTIVE,GPT reports the other 50 percent interest is held by GWSCF
gpt-current-marrickville,group-gpt,Marrickville Metro,Australia,NSW,,place-au-nsw-marrickville-metro,MANAGER|OPERATOR|LEASING_CONTROLLER,,34300,100,,https://www.gpt.com.au/property/retail/marrickville-metro,Official current property profile,2026-09-02,2026-09-02,High,ACTIVE,GPT identifies itself as manager and publishes the current centre profile and leasing pathway
unisuper-marrickville,group-unisuper,Marrickville Metro,Australia,NSW,,place-au-nsw-marrickville-metro,OWNER,100,34300,100,,https://www.gpt.com.au/property/retail/marrickville-metro,Official current manager property profile,2026-09-02,2026-09-02,High,ACTIVE,GPT's current profile explicitly identifies UniSuper as owner
gpt-current-chirnside,group-gpt,Chirnside Park Shopping Centre,Australia,VIC,Chirnside Park,place-au-vic-chirnside-park-shopping-centre,MANAGER|OPERATOR|LEASING_CONTROLLER,,38800,110,,https://www.gpt.com.au/property/retail/chirnside-park,Official current property profile,2026-09-02,2026-09-02,High,ACTIVE,GPT publishes and manages the current centre profile and leasing pathway
gwscf-chirnside,group-gpt-wholesale-shopping-centre-fund,Chirnside Park Shopping Centre,Australia,VIC,Chirnside Park,place-au-vic-chirnside-park-shopping-centre,OWNER,100,38800,110,,https://www.gpt.com.au/property/retail/chirnside-park,Official current property profile,2026-09-02,2026-09-02,High,ACTIVE,GPT reports full GWSCF ownership
gpt-current-parkmore,group-gpt,Parkmore Shopping Centre,Australia,VIC,Keysborough Parkmore Shopping Centre,place-au-vic-keysborough-parkmore-shopping-centre,MANAGER|OPERATOR|LEASING_CONTROLLER,,36900,120,,https://www.gpt.com.au/property/retail/parkmore-shopping-centre,Official current property profile,2026-09-02,2026-09-02,High,ACTIVE,GPT publishes and manages the current centre profile and leasing pathway
gwscf-parkmore,group-gpt-wholesale-shopping-centre-fund,Parkmore Shopping Centre,Australia,VIC,Keysborough Parkmore Shopping Centre,place-au-vic-keysborough-parkmore-shopping-centre,OWNER,100,36900,120,,https://www.gpt.com.au/property/retail/parkmore-shopping-centre,Official current property profile,2026-09-02,2026-09-02,High,ACTIVE,GPT reports full GWSCF ownership
gpt-current-belmont-forum,group-gpt,Belmont Forum,Australia,WA,,place-au-wa-belmont-forum,CO_OWNER|MANAGER|OPERATOR|LEASING_CONTROLLER,50,48000,130,,https://www.gpt.com.au/sites/default/files/inline-uploads/The%20GPT%20Group%202024%20Annual%20Report.pdf,Official annual report corroborated by current property profile,2025-02-01,2026-09-02,High,ACTIVE,GPT reports a 50 percent interest and assumption of property leasing and development services
perron-belmont-forum,group-perron,Belmont Forum,Australia,WA,,place-au-wa-belmont-forum,CO_OWNER,50,48000,130,,https://www.gpt.com.au/sites/default/files/inline-uploads/The%20GPT%20Group%202024%20Annual%20Report.pdf,Official annual report corroborated by current property profile,2025-02-01,2026-09-02,High,ACTIVE,GPT reports Perron Group as the joint owner
gpt-current-cockburn-gateway,group-gpt,Cockburn Gateway,Australia,WA,Cockburn Gateway Shopping Centre,place-au-wa-cockburn-gateway-shopping-centre,CO_OWNER|MANAGER|OPERATOR|LEASING_CONTROLLER,50,69000,170,,https://www.gpt.com.au/sites/default/files/inline-uploads/The%20GPT%20Group%202024%20Annual%20Report.pdf,Official annual report corroborated by current property profile,2025-02-01,2026-09-02,High,ACTIVE,GPT reports a 50 percent interest and assumption of property leasing and development services
perron-cockburn-gateway,group-perron,Cockburn Gateway,Australia,WA,Cockburn Gateway Shopping Centre,place-au-wa-cockburn-gateway-shopping-centre,CO_OWNER,50,69000,170,,https://www.gpt.com.au/sites/default/files/inline-uploads/The%20GPT%20Group%202024%20Annual%20Report.pdf,Official annual report corroborated by current property profile,2025-02-01,2026-09-02,High,ACTIVE,GPT reports Perron Group as the joint owner
gpt-current-karrinyup,group-gpt,Karrinyup Shopping Centre,Australia,WA,,place-au-wa-karrinyup-shopping-centre,MANAGER|OPERATOR|LEASING_CONTROLLER,,109000,300,13.4,https://www.gpt.com.au/news-insights/media-releases/karrinyup-achieves-1-billion-annual-sales-spurred-demand-retail,Official current manager announcement,2025-07-09,2026-09-02,High,ACTIVE,GPT explicitly identifies itself as current manager and reports current scale and visitation
unisuper-karrinyup,group-unisuper,Karrinyup Shopping Centre,Australia,WA,,place-au-wa-karrinyup-shopping-centre,OWNER,100,109000,300,13.4,https://www.gpt.com.au/news-insights/media-releases/karrinyup-achieves-1-billion-annual-sales-spurred-demand-retail,Official current manager announcement,2025-07-09,2026-09-02,High,ACTIVE,GPT explicitly identifies UniSuper as owner
gpt-current-macquarie-centre,group-gpt,Macquarie Centre,Australia,NSW,,place-au-nsw-macquarie-centre,MANAGER|OPERATOR|LEASING_CONTROLLER,,135500,320,,https://www.gpt.com.au/sites/default/files/inline-uploads/The%20GPT%20Group%202025%20Annual_Report_1.pdf,Official annual report corroborated by current property profile,2025-12-31,2026-09-02,High,ACTIVE,GPT reports management transitioned on 1 August 2025 and publishes the current leasing profile
gpt-westfield-penrith,group-gpt,Westfield Penrith,Australia,NSW,,place-au-nsw-westfield-penrith,CO_OWNER,50,91500,311,,https://www.gpt.com.au/property/retail/westfield-penrith,Official current property profile,2026-09-02,2026-09-02,High,ACTIVE,GPT reports a 50 percent ownership interest alongside Scentre Group
region-cooleman-court,group-region,Cooleman Court,Australia,ACT,,place-au-act-cooleman-court,OWNER|MANAGER,100,10155,,,https://regiongroup.au/wp-content/uploads/2026/08/Property-Booklet-as-at-30-Jun-2026-FINAL-17.08.pdf,Official current property portfolio,2026-06-30,2026-09-02,High,ACTIVE,Region Group lists this centre in its 30 June 2026 owned and managed portfolio
region-lavington-square,group-region,Lavington Square,Australia,NSW,,place-au-nsw-lavington-square,OWNER|MANAGER,100,20055,,,https://regiongroup.au/wp-content/uploads/2026/08/Property-Booklet-as-at-30-Jun-2026-FINAL-17.08.pdf,Official current property portfolio,2026-06-30,2026-09-02,High,ACTIVE,Region Group lists this centre in its 30 June 2026 owned and managed portfolio
region-sturt-mall,group-region,Sturt Mall,Australia,NSW,,place-au-unknown-sturt-mall,OWNER|MANAGER,100,15333,,,https://regiongroup.au/wp-content/uploads/2026/08/Property-Booklet-as-at-30-Jun-2026-FINAL-17.08.pdf,Official current property portfolio,2026-06-30,2026-09-02,High,ACTIVE,Region Group lists this centre in its 30 June 2026 owned and managed portfolio
region-ulladulla,group-region,Ulladulla Shopping Centre,Australia,NSW,,place-au-nsw-ulladulla-shopping-centre,OWNER|MANAGER,100,5268,,,https://regiongroup.au/wp-content/uploads/2026/08/Property-Booklet-as-at-30-Jun-2026-FINAL-17.08.pdf,Official current property portfolio,2026-06-30,2026-09-02,High,ACTIVE,Region Group lists this centre in its 30 June 2026 owned and managed portfolio
region-central-highlands,group-region,Central Highlands Marketplace,Australia,QLD,,place-au-unknown-central-highlands-marketplace,OWNER|MANAGER,100,18136,,,https://regiongroup.au/wp-content/uploads/2026/08/Property-Booklet-as-at-30-Jun-2026-FINAL-17.08.pdf,Official current property portfolio,2026-06-30,2026-09-02,High,ACTIVE,Region Group lists this centre in its 30 June 2026 owned and managed portfolio
region-north-shore-village,group-region,North Shore Village Shopping Centre,Australia,QLD,North Shore Village,place-au-unknown-north-shore-village,OWNER|MANAGER,100,4052,,,https://regiongroup.au/wp-content/uploads/2026/08/Property-Booklet-as-at-30-Jun-2026-FINAL-17.08.pdf,Official current property portfolio,2026-06-30,2026-09-02,High,ACTIVE,Region Group lists this centre in its 30 June 2026 owned and managed portfolio
region-sugarworld,group-region,Sugarworld Shopping Centre,Australia,QLD,,place-au-unknown-sugarworld-shopping-centre,OWNER|MANAGER,100,4851,,,https://regiongroup.au/wp-content/uploads/2026/08/Property-Booklet-as-at-30-Jun-2026-FINAL-17.08.pdf,Official current property portfolio,2026-06-30,2026-09-02,High,ACTIVE,Region Group lists this centre in its 30 June 2026 owned and managed portfolio
region-murray-bridge,group-region,Murray Bridge Marketplace,Australia,SA,,place-au-sa-murray-bridge-marketplace,OWNER|MANAGER,100,18581,,,https://regiongroup.au/wp-content/uploads/2026/08/Property-Booklet-as-at-30-Jun-2026-FINAL-17.08.pdf,Official current property portfolio,2026-06-30,2026-09-02,High,ACTIVE,Region Group lists this centre in its 30 June 2026 owned and managed portfolio
region-kingston-plaza,group-region,Kingston Plaza,Australia,TAS,,place-au-tas-kingston-plaza,OWNER|MANAGER,100,4958,,,https://regiongroup.au/wp-content/uploads/2026/08/Property-Booklet-as-at-30-Jun-2026-FINAL-17.08.pdf,Official current property portfolio,2026-06-30,2026-09-02,High,ACTIVE,Region Group lists this centre in its 30 June 2026 owned and managed portfolio
region-meadow-mews,group-region,Meadow Mews Plaza,Australia,TAS,,place-au-tas-meadow-mews-plaza,OWNER|MANAGER,100,7669,,,https://regiongroup.au/wp-content/uploads/2026/08/Property-Booklet-as-at-30-Jun-2026-FINAL-17.08.pdf,Official current property portfolio,2026-06-30,2026-09-02,High,ACTIVE,Region Group lists this centre in its 30 June 2026 owned and managed portfolio
region-new-town-plaza,group-region,New Town Plaza,Australia,TAS,,place-au-tas-new-town-plaza,OWNER|MANAGER,100,11443,,,https://regiongroup.au/wp-content/uploads/2026/08/Property-Booklet-as-at-30-Jun-2026-FINAL-17.08.pdf,Official current property portfolio,2026-06-30,2026-09-02,High,ACTIVE,Region Group lists this centre in its 30 June 2026 owned and managed portfolio
region-bentons-square,group-region,Bentons Square,Australia,VIC,,place-au-unknown-bentons-square,OWNER|MANAGER,100,11091,,,https://regiongroup.au/wp-content/uploads/2026/08/Property-Booklet-as-at-30-Jun-2026-FINAL-17.08.pdf,Official current property portfolio,2026-06-30,2026-09-02,High,ACTIVE,Region Group lists this centre in its 30 June 2026 owned and managed portfolio
region-delacombe,group-region,Delacombe Town Centre,Australia,VIC,,place-au-unknown-delacombe-town-centre,OWNER|MANAGER,100,29001,,,https://regiongroup.au/wp-content/uploads/2026/08/Property-Booklet-as-at-30-Jun-2026-FINAL-17.08.pdf,Official current property portfolio,2026-06-30,2026-09-02,High,ACTIVE,Region Group lists this centre in its 30 June 2026 owned and managed portfolio
region-kallo-town-centre,group-region,Kallo Town Centre,Australia,VIC,,place-au-unknown-kallo-town-centre,OWNER|MANAGER,100,11521,,,https://regiongroup.au/wp-content/uploads/2026/08/Property-Booklet-as-at-30-Jun-2026-FINAL-17.08.pdf,Official current property portfolio,2026-06-30,2026-09-02,High,ACTIVE,Region Group lists this centre in its 30 June 2026 owned and managed portfolio
region-lilydale-marketplace,group-region,Lilydale Marketplace,Australia,VIC,,place-au-vic-lilydale-marketplace,OWNER|MANAGER,100,22052,,,https://regiongroup.au/wp-content/uploads/2026/08/Property-Booklet-as-at-30-Jun-2026-FINAL-17.08.pdf,Official current property portfolio,2026-06-30,2026-09-02,High,ACTIVE,Region Group lists this centre in its 30 June 2026 owned and managed portfolio
region-pakenham-marketplace,group-region,Pakenham Marketplace,Australia,VIC,Pakenham Central Marketplace,place-au-vic-pakenham-central-marketplace,OWNER|MANAGER,100,17005,,,https://regiongroup.au/wp-content/uploads/2026/08/Property-Booklet-as-at-30-Jun-2026-FINAL-17.08.pdf,Official current property portfolio,2026-06-30,2026-09-02,High,ACTIVE,Region Group lists this centre in its 30 June 2026 owned and managed portfolio
region-gateway-langwarrin,group-region,The Gateway Shopping Centre,Australia,VIC,,place-au-unknown-the-gateway-shopping-centre,OWNER|MANAGER,100,10726,,,https://regiongroup.au/wp-content/uploads/2026/08/Property-Booklet-as-at-30-Jun-2026-FINAL-17.08.pdf,Official current property portfolio,2026-06-30,2026-09-02,High,ACTIVE,Region Group lists this centre in its 30 June 2026 owned and managed portfolio
region-wonthaggi-plaza,group-region,Wonthaggi Plaza,Australia,VIC,,place-au-unknown-wonthaggi-plaza,OWNER|MANAGER,100,11871,,,https://regiongroup.au/wp-content/uploads/2026/08/Property-Booklet-as-at-30-Jun-2026-FINAL-17.08.pdf,Official current property portfolio,2026-06-30,2026-09-02,High,ACTIVE,Region Group lists this centre in its 30 June 2026 owned and managed portfolio
region-kwinana-marketplace,group-region,Kwinana Marketplace,Australia,WA,,place-au-wa-kwinana-marketplace,OWNER|MANAGER,100,32587,,,https://regiongroup.au/wp-content/uploads/2026/08/Property-Booklet-as-at-30-Jun-2026-FINAL-17.08.pdf,Official current property portfolio,2026-06-30,2026-09-02,High,ACTIVE,Region Group lists this centre in its 30 June 2026 owned and managed portfolio
region-stirlings-central,group-region,Stirlings Central,Australia,WA,,place-au-wa-stirlings-central,OWNER|MANAGER,100,8457,,,https://regiongroup.au/wp-content/uploads/2026/08/Property-Booklet-as-at-30-Jun-2026-FINAL-17.08.pdf,Official current property portfolio,2026-06-30,2026-09-02,High,ACTIVE,Region Group lists this centre in its 30 June 2026 owned and managed portfolio
region-warnbro-centre,group-region,Warnbro Centre,Australia,WA,,place-au-wa-warnbro-centre,OWNER|MANAGER,100,21866,,,https://regiongroup.au/wp-content/uploads/2026/08/Property-Booklet-as-at-30-Jun-2026-FINAL-17.08.pdf,Official current property portfolio,2026-06-30,2026-09-02,High,ACTIVE,Region Group lists this centre in its 30 June 2026 owned and managed portfolio
region-raymond-terrace,group-region,MarketPlace Raymond Terrace,Australia,NSW,Raymond Terrace Marketplace,place-au-nsw-raymond-terrace-marketplace,OWNER|MANAGER,100,15046,,,https://regiongroup.au/wp-content/uploads/2026/08/Property-Booklet-as-at-30-Jun-2026-FINAL-17.08.pdf,Official current property portfolio,2026-06-30,2026-09-02,High,ACTIVE,Region Group lists this centre in its 30 June 2026 owned and managed portfolio
region-marketown-east,group-region,Marketown Shopping Centre - East,Australia,NSW,Marketown Shopping Centre,place-au-nsw-marketown-shopping-centre,OWNER|MANAGER,100,16856,,,https://regiongroup.au/wp-content/uploads/2026/08/Property-Booklet-as-at-30-Jun-2026-FINAL-17.08.pdf,Official current property portfolio,2026-06-30,2026-09-02,High,ACTIVE,The mapped Specsavers tenancy is explicitly in Marketown East and Region lists East as an owned and managed asset
region-jimboomba-junction,group-region,Jimboomba Junction Shopping Centre,Australia,QLD,Jimboomba Shopping Centre,place-au-unknown-jimboomba-shopping-centre,OWNER|MANAGER,100,5915,,,https://regiongroup.au/property/jimboomba/?full=true,Official current property profile,2026-06-30,2026-09-02,High,ACTIVE,The official Region profile confirms the current centre identity address and portfolio management
retail-first-aspley,group-retail-first,Aspley Hypermarket,Australia,QLD,,place-au-qld-aspley-hypermarket,MANAGER|OPERATOR|LEASING_CONTROLLER,,36256,65,4.1,https://www.retailfirst.com.au/leasing,Official current manager and leasing portfolio,2026-09-02,2026-09-02,High,ACTIVE,Retail First publishes the current centre profile metrics and direct portfolio leasing pathway
retail-first-australia-fair,group-retail-first,Australia Fair,Australia,QLD,Australia Fair Shopping Centre,place-au-qld-australia-fair-shopping-centre,MANAGER|OPERATOR|LEASING_CONTROLLER,,49347,194,8.6,https://www.retailfirst.com.au/leasing,Official current manager and leasing portfolio,2026-09-02,2026-09-02,High,ACTIVE,Retail First publishes the current centre profile metrics and direct portfolio leasing pathway
retail-first-booval-fair,group-retail-first,Booval Fair,Australia,QLD,Booval Fair Shopping Centre,place-au-unknown-booval-fair-shopping-centre,MANAGER|OPERATOR|LEASING_CONTROLLER,,23072,49,2.5,https://www.retailfirst.com.au/leasing,Official current manager and leasing portfolio,2026-09-02,2026-09-02,High,ACTIVE,Retail First publishes the current centre profile metrics and direct portfolio leasing pathway
retail-first-brookside,group-retail-first,Brookside Shopping Centre,Australia,QLD,,place-au-qld-brookside-shopping-centre,MANAGER|OPERATOR|LEASING_CONTROLLER,,50679,110,4.8,https://www.retailfirst.com.au/leasing,Official current manager and leasing portfolio,2026-09-02,2026-09-02,High,ACTIVE,Retail First publishes the current centre profile metrics and direct portfolio leasing pathway
retail-first-cannon-hill,group-retail-first,Cannon Hill Kmart Plaza,Australia,QLD,,place-au-qld-cannon-hill-kmart-plaza,MANAGER|OPERATOR|LEASING_CONTROLLER,,17226,55,2.88,https://www.retailfirst.com.au/leasing,Official current manager and leasing portfolio,2026-09-02,2026-09-02,High,ACTIVE,Retail First publishes the current centre profile metrics and direct portfolio leasing pathway
retail-first-capalaba-park,group-retail-first,Capalaba Park Shopping Centre,Australia,QLD,,place-au-qld-capalaba-park-shopping-centre,MANAGER|OPERATOR|LEASING_CONTROLLER,,35060,110,4.3,https://www.retailfirst.com.au/leasing,Official current manager and leasing portfolio,2026-09-02,2026-09-02,High,ACTIVE,Retail First publishes the current centre profile metrics and direct portfolio leasing pathway
retail-first-fairfield-gardens,group-retail-first,Fairfield Gardens Shopping Centre,Australia,QLD,Fairfield Gardens,place-au-qld-25-fairfield-gardens-shopping-centre,MANAGER|OPERATOR|LEASING_CONTROLLER,,11912,37,2.0,https://www.retailfirst.com.au/leasing,Official current manager and leasing portfolio,2026-09-02,2026-09-02,High,ACTIVE,Retail First publishes the current centre profile metrics and direct portfolio leasing pathway
retail-first-mt-gravatt,group-retail-first,Mt Gravatt Plaza,Australia,QLD,,place-au-qld-mt-gravatt-plaza,MANAGER|OPERATOR|LEASING_CONTROLLER,,12682,43,3.0,https://www.retailfirst.com.au/leasing,Official current manager and leasing portfolio,2026-09-02,2026-09-02,High,ACTIVE,Retail First publishes the current centre profile metrics and direct portfolio leasing pathway
retail-first-mt-ommaney,group-retail-first,Mt Ommaney Centre,Australia,QLD,,place-au-qld-mt-ommaney-centre,MANAGER|OPERATOR|LEASING_CONTROLLER,,60134,169,5.1,https://www.retailfirst.com.au/leasing,Official current manager and leasing portfolio,2026-09-02,2026-09-02,High,ACTIVE,Retail First publishes the current centre profile metrics and direct portfolio leasing pathway
retail-first-peninsula-fair,group-retail-first,Peninsula Fair Shopping Centre,Australia,QLD,,place-au-qld-peninsula-fair-shopping-centre,MANAGER|OPERATOR|LEASING_CONTROLLER,,31097,67,3.7,https://www.retailfirst.com.au/leasing,Official current manager and leasing portfolio,2026-09-02,2026-09-02,High,ACTIVE,Retail First publishes the current centre profile metrics and direct portfolio leasing pathway
retail-first-redbank-plaza,group-retail-first,Redbank Plaza,Australia,QLD,,place-au-qld-redbank-plaza,MANAGER|OPERATOR|LEASING_CONTROLLER,,40950,84,3.73,https://www.retailfirst.com.au/leasing,Official current manager and leasing portfolio,2026-09-02,2026-09-02,High,ACTIVE,Retail First publishes the current centre profile metrics and direct portfolio leasing pathway
retail-first-strathpine,group-retail-first,Strathpine Centre,Australia,QLD,,place-au-qld-strathpine-centre,MANAGER|OPERATOR|LEASING_CONTROLLER,,43895,139,5.2,https://www.retailfirst.com.au/leasing,Official current manager and leasing portfolio,2026-09-02,2026-09-02,High,ACTIVE,Retail First publishes the current centre profile metrics and direct portfolio leasing pathway
retail-first-sunnybank-hills,group-retail-first,Sunnybank Hills Shoppingtown,Australia,QLD,Sunnybank Hills Shopping Centre,place-au-unknown-sunnybank-hills-shoppingtown,MANAGER|OPERATOR|LEASING_CONTROLLER,,34917.05,97,5.6,https://www.retailfirst.com.au/leasing,Official current manager and leasing portfolio,2026-09-02,2026-09-02,High,ACTIVE,Retail First publishes the current centre profile metrics and direct portfolio leasing pathway
retail-first-sunnybank-plaza,group-retail-first,Sunnybank Plaza,Australia,QLD,,place-au-qld-sunnybank-plaza,MANAGER|OPERATOR|LEASING_CONTROLLER,,33980,138,7.4,https://www.retailfirst.com.au/leasing,Official current manager and leasing portfolio,2026-09-02,2026-09-02,High,ACTIVE,Retail First publishes the current centre profile metrics and direct portfolio leasing pathway
retail-first-sunny-park,group-retail-first,Sunny Park Shopping Centre,Australia,QLD,,place-au-unknown-sunny-park-shopping-centre,MANAGER|OPERATOR|LEASING_CONTROLLER,,10837,39,2.0,https://www.retailfirst.com.au/leasing,Official current manager and leasing portfolio,2026-09-02,2026-09-02,High,ACTIVE,Retail First publishes the current centre profile metrics and direct portfolio leasing pathway
retail-first-toowong,group-retail-first,Toowong Village,Australia,QLD,,place-au-qld-toowong-village,MANAGER|OPERATOR|LEASING_CONTROLLER,,31976,86,6.9,https://www.retailfirst.com.au/leasing,Official current manager and leasing portfolio,2026-09-02,2026-09-02,High,ACTIVE,Retail First publishes the current centre profile metrics and direct portfolio leasing pathway
yfg-australia-fair,group-yfg-shopping-centres,Australia Fair,Australia,QLD,Australia Fair Shopping Centre,place-au-qld-australia-fair-shopping-centre,OWNER,,,,,https://www.retailfirst.com.au/news/strathpine-centre,Official owner and manager announcement,2021-12-22,2026-09-02,High,ACTIVE,Retail First identifies Australia Fair as part of YFG Shopping Centres' privately owned portfolio
yfg-brookside,group-yfg-shopping-centres,Brookside Shopping Centre,Australia,QLD,,place-au-qld-brookside-shopping-centre,OWNER,,,,,https://www.retailfirst.com.au/news/strathpine-centre,Official owner and manager announcement,2021-12-22,2026-09-02,High,ACTIVE,Retail First identifies Brookside as part of YFG Shopping Centres' privately owned portfolio
yfg-fairfield-gardens,group-yfg-shopping-centres,Fairfield Gardens Shopping Centre,Australia,QLD,Fairfield Gardens,place-au-qld-25-fairfield-gardens-shopping-centre,OWNER,,,,,https://www.retailfirst.com.au/news/strathpine-centre,Official owner and manager announcement,2021-12-22,2026-09-02,High,ACTIVE,Retail First identifies Fairfield Gardens as part of YFG Shopping Centres' privately owned portfolio
yfg-mt-ommaney,group-yfg-shopping-centres,Mt Ommaney Centre,Australia,QLD,,place-au-qld-mt-ommaney-centre,OWNER,,,,,https://www.retailfirst.com.au/news/strathpine-centre,Official owner and manager announcement,2021-12-22,2026-09-02,High,ACTIVE,Retail First identifies Mt Ommaney as part of YFG Shopping Centres' privately owned portfolio
yfg-strathpine,group-yfg-shopping-centres,Strathpine Centre,Australia,QLD,,place-au-qld-strathpine-centre,OWNER,,,,,https://www.retailfirst.com.au/news/strathpine-centre,Official owner and manager announcement,2021-12-22,2026-09-02,High,ACTIVE,Retail First identifies YFG as the acquirer and owner of Strathpine Centre
yfg-toowong,group-yfg-shopping-centres,Toowong Village,Australia,QLD,,place-au-qld-toowong-village,OWNER,,,,,https://www.retailfirst.com.au/news/strathpine-centre,Official owner and manager announcement,2021-12-22,2026-09-02,High,ACTIVE,Retail First identifies Toowong Village as part of YFG Shopping Centres' privately owned portfolio
mirvac-rhodes-waterside,group-mirvac,Rhodes Waterside,Australia,NSW,Rhodes Waterside Shopping Centre,place-au-nsw-rhodes-waterside-shopping-centre,CO_OWNER|MANAGER|OPERATOR|LEASING_CONTROLLER,50,35239,120,,https://www.mirvac.com/investor-centre/property-portfolio/retail/rhodes-waterside,Official current property profile,2026-06-30,2026-09-02,High,ACTIVE,Mirvac reports 50 percent ownership and confirms its in-house asset management team manages and leases its portfolio
perron-rhodes-waterside,group-perron,Rhodes Waterside,Australia,NSW,Rhodes Waterside Shopping Centre,place-au-nsw-rhodes-waterside-shopping-centre,CO_OWNER,50,35239,120,,https://www.mirvac.com/investor-centre/property-portfolio/retail/rhodes-waterside,Official current co-owner property profile,2026-06-30,2026-09-02,High,ACTIVE,Mirvac reports Perron as the 50 percent co-owner
vitocco-narellan-town-centre,group-vitocco-enterprises,Narellan Town Centre,Australia,NSW,,place-au-nsw-narellan-town-centre,CO_OWNER|OPERATOR,,71800,220,11,https://www.vitoccoenterprises.com.au/property,Official current co-owner property profile,2026-09-02,2026-09-02,High,ACTIVE,Vitocco states that it co-owns and operates Narellan Town Centre with Greenfields
greenfields-narellan-town-centre,group-greenfields,Narellan Town Centre,Australia,NSW,,place-au-nsw-narellan-town-centre,CO_OWNER|OPERATOR,,71800,220,11,https://www.vitoccoenterprises.com.au/property,Official current co-owner property profile,2026-09-02,2026-09-02,High,ACTIVE,Vitocco states that Greenfields co-owns and operates Narellan Town Centre
dart-west-narellan-town-centre,group-dart-west-retail,Narellan Town Centre,Australia,NSW,,place-au-nsw-narellan-town-centre,MANAGER,,71800,220,11,https://www.narellantowncentre.com.au/images/Mothers-Day-2026-GWP-Terms__Conditions.pdf,Official current venue publication,2026-05-01,2026-09-02,High,ACTIVE,Narellan Town Centre identifies Dart West Retail as its manager
lendlease-tweed-city,group-lendlease,Tweed City,Australia,NSW,Tweed City Shopping Centre,place-au-nsw-tweed-city-shopping-centre,MANAGER|OPERATOR,,,,,https://www.tweedcity.com.au/legal/privacy-policy/,Official current venue privacy statement,2026-09-02,2026-09-02,High,ACTIVE,Tweed City states that Lend Lease Property Management operates the centre as agent for its owners
one-retail-tweed-city,group-one-retail,Tweed City,Australia,NSW,Tweed City Shopping Centre,place-au-nsw-tweed-city-shopping-centre,EXTERNAL_LEASING_AGENT,,,,,https://www.tweedcity.com.au/centre-information/leasing/,Official current venue leasing page,2026-09-02,2026-09-02,High,ACTIVE,Tweed City's leasing page appoints One Retail for leasing services
charter-hall-orange-central-square,group-charter-hall,Orange Central Square,Australia,NSW,,place-au-nsw-orange-central-square,MANAGER|OPERATOR|LEASING_CONTROLLER,,7687,29,,https://www.charterhall.com.au/property/property-detail/Orange-Central-Square,Official current fund manager property profile,2026-09-02,2026-09-02,High,ACTIVE,Charter Hall publishes the current property profile and direct permanent leasing pathway
cqr-orange-central-square,group-charter-hall-retail-reit,Orange Central Square,Australia,NSW,,place-au-nsw-orange-central-square,OWNER,100,7687,29,,https://www.charterhall.com.au/property/property-detail/Orange-Central-Square,Official current fund ownership profile,2026-09-02,2026-09-02,High,ACTIVE,Charter Hall reports 100 percent CQR fund ownership
